1	9.514991e-01
2	1.001686e+00
3	9.572698e-01
4	1.037344e+00
5	1.015336e+00
6	1.012719e+00
7	9.635082e-01
8	9.689061e-01
9	1.012488e+00
10	1.023256e+00
11	1.037460e+00
12	1.016387e+00
13	9.700514e-01
14	1.029109e+00
15	1.037452e+00
16	1.021707e+00
17	9.978008e-01
18	9.896016e-01
19	1.003262e+00
20	1.060977e+00
21	1.008936e+00
22	1.006086e+00
23	9.928473e-01
24	9.823814e-01
25	1.026612e+00
26	9.697548e-01
27	9.978296e-01
28	1.035245e+00
29	1.006641e+00
30	1.016830e+00
31	9.997457e-01
32	1.016528e+00
33	1.010931e+00
34	1.033687e+00
35	1.033205e+00
36	9.999279e-01
37	1.015063e+00
38	9.708716e-01
39	9.764528e-01
40	1.034264e+00
41	9.797436e-01
42	9.897767e-01
43	1.014684e+00
44	1.015620e+00
45	9.835947e-01
46	9.927673e-01
47	1.004167e+00
48	9.955377e-01
49	1.001723e+00
50	9.913958e-01
51	9.789868e-01
52	1.016146e+00
53	1.000488e+00
54	1.021816e+00
55	1.013506e+00
56	1.026642e+00
57	9.873503e-01
58	1.014062e+00
59	9.896126e-01
60	9.946773e-01
61	9.957528e-01
62	9.738284e-01
63	1.005466e+00
64	9.918773e-01
65	1.014007e+00
66	1.021534e+00
67	1.012653e+00
68	1.003587e+00
69	1.008978e+00
70	1.014772e+00
71	1.000590e+00
72	1.014572e+00
73	1.002686e+00
74	9.994048e-01
75	1.016245e+00
76	1.001247e+00
77	1.011227e+00
78	9.881080e-01
79	9.941601e-01
80	1.003006e+00
81	9.877243e-01
82	1.007134e+00
83	9.947408e-01
84	1.007342e+00
85	9.934157e-01
86	1.002141e+00
87	9.881590e-01
88	1.020450e+00
89	9.973536e-01
90	1.005126e+00
91	9.651880e-01
92	1.006598e+00
93	1.027476e+00
94	9.999806e-01
95	1.006189e+00
96	9.834353e-01
97	1.003758e+00
98	9.988080e-01
99	1.003911e+00
100	1.009234e+00
