# a, coordination nubmer, coordination nubmer deviation
5.000000000000000000e+00	5.937499999999999722e-02	2.688226645950821114e-02
5.099999999999999645e+00	2.656249999999999931e-02	3.205981957606748867e-02
5.200000000000000178e+00	3.125000000000000000e-02	2.096313728906052873e-02
5.299999999999999822e+00	5.937499999999999722e-02	2.948119103767688626e-02
5.400000000000000355e+00	7.656250000000000555e-02	3.159960690024482544e-02
5.500000000000000000e+00	9.687500000000000278e-02	2.595819957161898256e-02
5.599999999999999645e+00	1.546875000000000056e-01	4.606063429057398462e-02
5.700000000000000178e+00	2.140624999999999889e-01	6.704199360289042620e-02
5.799999999999999822e+00	3.203125000000000000e-01	7.726084571922572919e-02
5.900000000000000355e+00	4.609375000000000000e-01	4.089453852594500394e-02
6.000000000000000000e+00	6.343750000000000222e-01	8.303331409741515623e-02
6.099999999999999645e+00	8.218750000000000222e-01	6.817945071647321664e-02
6.200000000000000178e+00	1.018750000000000044e+00	7.806247497997997886e-02
6.299999999999999822e+00	1.234375000000000000e+00	5.229125165837972267e-02
6.400000000000000355e+00	1.445312500000000000e+00	6.783841670653878442e-02
6.500000000000000000e+00	1.614062499999999956e+00	6.173358207855753760e-02
6.599999999999999645e+00	1.829687499999999911e+00	3.455210060546246714e-02
6.700000000000000178e+00	2.010937499999999822e+00	5.041333064031774253e-02
6.799999999999999822e+00	2.160937500000000178e+00	1.118143166425927815e-01
6.900000000000000355e+00	2.375000000000000000e+00	7.228145941387735529e-02
7.000000000000000000e+00	2.560937500000000089e+00	1.308121416621943478e-01
7.099999999999999645e+00	2.770312500000000178e+00	1.109375000000000083e-01
7.200000000000000178e+00	2.945312500000000000e+00	1.198652400875666740e-01
7.300000000000000711e+00	3.162500000000000089e+00	1.633092828806740060e-01
7.400000000000000355e+00	3.289062500000000000e+00	1.008387675016409468e-01
7.500000000000000000e+00	3.512500000000000178e+00	8.082823222735976976e-02
7.599999999999999645e+00	3.664062500000000000e+00	1.071765664977657323e-01
7.700000000000000178e+00	3.790624999999999911e+00	1.432395829545729804e-01
7.800000000000000711e+00	3.943750000000000089e+00	8.420120990817174522e-02
7.900000000000000355e+00	4.020312500000000178e+00	9.350227687735737647e-02
8.000000000000000000e+00	4.185937499999999645e+00	8.933620224326752068e-02
